d_km,epsilon,invariant_residual
3.2,0.9500000000000001,1.010222612294663
3.2,0.9600000000000001,1.0393040252485322
3.2,0.97,1.0741392723293746
3.2,0.98,1.1168022076396191
3.2,0.99,1.1705671085600313
3.4000000000000004,0.01,0.7105786379926067
3.4000000000000004,0.02,0.7098818701728195
3.4000000000000004,0.03,0.7092194782216695
3.4000000000000004,0.04,0.7085915341762353
3.4000000000000004,0.05,0.7079981254552108
3.4000000000000004,0.060000000000000005,0.7074393549236933
3.4000000000000004,0.06999999999999999,0.7069153409949391
3.4000000000000004,0.08,0.7064262177697295
3.4000000000000004,0.09,0.7059721352141484
3.4000000000000004,0.09999999999999999,0.7055532593767897
3.4000000000000004,0.11,0.7051697726465966
3.4000000000000004,0.12,0.7048218740527586
3.4000000000000004,0.13,0.7045097796083047
3.4000000000000004,0.14,0.7042337226992811
3.4000000000000004,0.15000000000000002,0.7039939545216409
3.4000000000000004,0.16,0.7037907445682519
3.4000000000000004,0.17,0.703624381168725
3.4000000000000004,0.18000000000000002,0.7034951720850715
3.4000000000000004,0.19,0.7034034451665435
3.4000000000000004,0.2,0.7033495490673916
3.4000000000000004,0.21000000000000002,0.7033338540316665
3.4000000000000004,0.22,0.7033567527496531
3.4000000000000004,0.23,0.7034186612909965
3.4000000000000004,0.24000000000000002,0.703520020120131
3.4000000000000004,0.25,0.7036612952002118
3.4000000000000004,0.26,0.7038429791923928
3.4000000000000004,0.27,0.704065592758041
3.4000000000000004,0.28,0.7043296859722542
3.4000000000000004,0.29000000000000004,0.704635839857965
3.4000000000000004,0.3,0.7049846680509003
3.4000000000000004,0.31,0.7053768186067622
3.4000000000000004,0.32,0.7058129759632595
3.4000000000000004,0.33,0.7062938630709837
3.4000000000000004,0.34,0.70682024370869
3.4000000000000004,0.35000000000000003,0.7073929250002822
3.4000000000000004,0.36000000000000004,0.7080127601527733
3.4000000000000004,0.37,0.708680651436694
3.4000000000000004,0.38,0.7093975534329314
3.4000000000000004,0.39,0.7101644765727996
3.4000000000000004,0.4,0.7109824910013436
3.4000000000000004,0.41000000000000003,0.7118527307975162
3.4000000000000004,0.42000000000000004,0.7127763985889961
3.4000000000000004,0.43,0.7137547706041264
3.4000000000000004,0.44,0.7147892022088226
3.4000000000000004,0.45,0.71588113398246
3.4000000000000004,0.46,0.7170320983937866
3.4000000000000004,0.47000000000000003,0.7182437271460183
3.4000000000000004,0.48000000000000004,0.7195177592695976
3.4000000000000004,0.49,0.7208560500518545
3.4000000000000004,0.5,0.7222605809052703
3.4000000000000004,0.51,0.7237334702904692
3.4000000000000004,0.52,0.7252769858268623
3.4000000000000004,0.53,0.7268935577434191
3.4000000000000004,0.54,0.7285857938449107
3.4000000000000004,0.55,0.7303564961957597
